lyrics,title,url,artist,provider,match
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">I told you about Strawberry Fields
You know the place where nothing is real
Well here's another place you can go
Where everything flows.

Looking through the bent backed tulips
To see how the other half live
Looking through a glass onion.

I told you about the walrus and me-man
You know that we're as close as can be-man
Well here's another clue for you all
The walrus was Paul.

Standing on the cast iron shore-yeah
Lady Madonna trying to make ends meet-yeah
Looking through a glass onion.

I told you about the fool on the hill
I tell you man he living there still
Well here's another place you can be
Listen to me.

Fixing a hole in the ocean 
Trying to make a dove-tail joint-yeah
Looking through a glass onion.</pre>",Glass Onion [Version],http://www.lyrics.net/lyric/1133193,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">One look, dark room
Meant just for you
Time moved too fast
You play it back
Buttons on a coat
Lighthearted joke
No proof, not much
But you saw enough
Small talk, he drives
Coffee at midnight
The light reflects
The chain on your neck
He says look up
And your shoulders brush
No proof, one touch
You felt enough

You can hear it in the silence, silence
You can feel it on the way home, way home
You can see it with the lights out, lights out
You are in love, true love
You are in love

Morning, his place
Burn toast, Sunday
You keep his shirt
He keeps his word
And for once you let go
Of your fears and your ghosts
One step, not much
But it said enough
You kiss on sidewalks
You fight and you talk
One night he wakes
Strange look on his face
Pauses, then says
You're my best friend
And you knew what it was
He is in love

You can hear it in the silence, silence
You can feel it on the way home, way home
You can see it with the lights out, lights out
You are in love, true love

And so it goes
You two are dancing in a snow globe round and round
And he keeps the picture of you in his office downtown
And you understand now why they lost their minds and fought the wars
And why I've spent my whole life trying to put it into words

'Cause you can hear it in the silence
You can feel it on the way home
You can see it with the lights out
You are in love, true love
You're in love

You can hear it in the silence, silence
You can feel it on the way home, way home
You can see it with the lights out, lights out
You are in love, true love
You're in love

You can hear it in the silence, silence
You can feel it on the way home, way home
You can see it with the lights out, lights out
You are in love, true love
You're in love</pre>",You Are In Love,http://www.lyrics.net/lyric/31707835,Taylor Swift,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Flashing lights and we, took a wrong turn and we
Fell down the rabbit hole
You held on tight to me
'Cause nothing's as it seems
Spinning out of control
Didn't they tell us don't rush into things
Didn't you flash your green eyes at me
Haven't you heard what becomes of curious minds
Ooh didn't it all seem new and exciting
I felt your arms twisting around me
I should've slept with one eye opened at night

We found wonderland
You and I got lost in it
And we pretended it could last forever, eh
We found wonderland
You and I got lost in it
And life was never worse but never better, eh
In wonderland, eh
In wonderland, eh
In wonderland, eh
In wonderland

So we went on our way
Too in love to think straight
All alone or so it seemed
But there were strangers watching
And whispers turned to talking
And talking turned to screams

Didn't they tell us don't rush into things
Didn't you flash your green eyes at me
Didn't you call my fears with the treacherous cat's smile
Ooh didn't it all seem new and exciting
I felt your arms twisting around me
It's all fun and games, still somebody loses their mind

Oh darling, we found wonderland
You and I got lost in it
And we pretended it could last forever, eh
We found wonderland
You and I got lost in it
And life was never worse but never better, eh
In wonderland, eh
In wonderland, eh
In wonderland, eh
(In won-) In wonderland

I reach for you
But you were gone
I knew I had to go back home
You searched the world for something else 
To make you feel like what we had
And in the end in wonderland we both went mad

Oh, we found wonderland
You and I got lost in it
And we pretended it could last forever, eh (Last forever)
We found wonderland
You and I got lost in it (Got lost in it)
And life was never worse but never better, eh (Never better)
We found wonderland
You and I got lost in it (Wonderland)
And we pretended it could last forever, eh (In wonderland)
We found wonderland
You and I got lost in it (Wonderland)
And life was never worse but never better

In wonderland</pre>",Wonderland,http://www.lyrics.net/lyric/31689999,Taylor Swift,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">A bad little kid moved into my neighborhood
He won't do nothing right just sitting down and looks so good
He don't want to go to school and learn to read and write
Just sits around the house and plays the rock and roll music all night
Well, he put some tacks on teachers chair
Puts some gum in little girl's hair
Hey, junior, behave yourself

Buys every rock and roll book on the magazine stand
Every dime that he get is lost to the jukebox man
Well he worries his teacher till at night she's ready to poop
From rocking and a-rolling spinning in a hula hoop
Well this rock and roll has got to stop
Junior's head is hard as rock
Now, junior, behave yourself

Going tell your mama you better do what she said
Get to the barber shop and get that hair cut off your head
Threw the canary and you fed it to the neighbors cat
You gave the cocker spaniel a bath in mother's laundromat
Well, mama's head has got to stop
Junior's head is hard as rock
Now, junior, behave yourself</pre>",Bad Boy [Mono Version],http://www.lyrics.net/lyric/17547909,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Flew in from Miami Beach BOAC
Didn't get to bed last night
On the way the paper bag was on my knee
Man I had a dreadful flight
I'm back in the U.S.S.R.
You don't know how lucky you are boy
Back in the U.S.S.R.

Been away so long I hardly knew the place
Gee it's good to be back home
Leave it till tomorrow to unpack my case
Honey disconnect the phone
I'm back in the U.S.S.R.
You don't know how lucky you are boy
Back in the U.S.S.R.

Well the Ukraine girls really knock me out
They leave the West behind
And Moscow girls make me sing and shout
That Georgia's always on my mind.

I'm back in the U.S.S.R.
You don't know how lucky you are boys
Back in the U.S.S.R.

Show me round your snow peaked mountains way down south
Take me to your daddy's farm
Let me hear your balalaika's ringing out
Come and keep your comrade warm.
I'm back in the U.S.S.R. 
You don't know how lucky you are boys
Back in the U.S.S.R.</pre>",Back in the U.S.S.R. [Mono Version],http://www.lyrics.net/lyric/17547864,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">We're all bored
We're all so tired of everything
We wait for 
Trains that just aren't coming
We show off 
Our different scarlet letters
Trust me, mine is better

We're so young 
But we're on the road to ruin
We play dumb 
But we know exactly what we're doing
We cry tears 
Of mascara in the bathroom
Honey, life is just a classroom

'Cause, baby, I could build a castle
Out of all the bricks they threw at me
And every day is like a battle
But every night with us is like a dream

Baby, we're the new romantics
Come on, come along with me
Heart break is the national anthem
We sing it proudly
We are too busy dancing
So get knocked off our feet
Baby, we're the new romantics
The best people in life are free

We're all here
the lights and boys are blinding
We hang back
It's all in the timing
It's poker
He can't see it in my face
But I'm about to play my Ace

We need love
But all we want is danger
We team up
Then switch sides like a record changer
The rumors 
Are terrible and cruel
But, honey most of them are true

'Cause, baby, I could build a castle
Out of all the bricks they threw at me
And every day is like a battle
But every night with us is like a dream

Baby, we're the new romantics
Come on, come along with me
Heart break is the national anthem
We sing it proudly
We are too busy dancing
To get knocked off our feet
Baby, we're the new romantics
The best people in life are free

So come on, come along with me
The best people in life are free

Please take my hand and
Please take me dancing and
Please leave me stranded, it's so romantic (it's so romantic)

'Cause, baby, I could build a castle
Out of all the bricks they threw at me
And every day is like a battle
But every night with us is like a dream

'Cause, baby, I could build a castle
Out of all the bricks they threw at me
And every day is like a battle
But every night with us is like a dream

Baby, we're the new romantics
Come on, come along with me
Heart break is the national anthem
We sing it proudly
We are too busy dancing
To get knocked off our feet
Baby, we're the new romantics
The best people in life are free</pre>",New Romantics,http://www.lyrics.net/lyric/31730715,Taylor Swift,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">I've got a feeling, a feeling deep inside
Oh yeah, Oh yeah.
I've got a feeling, a feeling I can't hide
Oh no. Oh no, Oh no,
Yeah I've got a feeling. 

Oh please believe me, I'd hate to miss the train
Oh yeah, Oh yeah.
And if you leave me I won't be late again
Oh no, Oh no, Oh no.
Yeah I've got a feeling yeah. 

All these years I've been wandering around,
Wondering how come nobody told me
All that I was looking for was somebody
Who looked like you. 

Ev'rybody had a hard year
Ev'rybody had a good time
Ev'rybody had a wet dream,
Ev'rybody saw the sunshine
Oh yeah, Oh yeah.
Ev'rybody had a good year,
Ev'rybody let their hair down,
Ev'rybody pulled their socks up,
Ev'rybody put their foot down.
Oh yeah, Oh yeah. 

[Oh my soul... so odd.]</pre>",I've Got a Feeling [Version],http://www.lyrics.net/lyric/1133215,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">I got something to say that might cause you pain,
If I catch you talking to that boy again,

I'm gonna let you down,
And leave you flat,
Because I told you before, oh,
You can't do that.

Well, it's the second time, I've caught you talking to him,
Do I have to tell you one more time, I think it's a sin,
I think I'll let you down.
Let you down and leave you flat,
Gonna let you down and leave you flat,
Because I've told you before, oh,
You can't do that.

Ev'rybody's green,
'cause I'm the one, who won your love,
But if it's seen,
You're talking that way they'd laugh in my face.
So please listen to me, if you want to stay mine,
I can't help my feelings, I'll go out of my mind.

I know I'll let you down,
And leave you flat,
Gonna let you down and leave you flat,
Because I've told you before, oh,
You can't do that.</pre>",You Can't Do That [Mono Version],http://www.lyrics.net/lyric/17547754,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">This happened once before
When I came to your door
No reply
They said it wasn't you
But I saw you peep through
Your window
I saw the light
I saw the light
I know that you saw me
'Cause I looked up to see
Your face

I tried to telephone
They said you were not home
That's a lie
'Cause I know where you've been
And I saw you walk in
Your door
I nearly died
I nearly died
'Cause you walked hand in hand
With another man
In my place

If I were you, I'd realize that I
Love you more than any other guy
And I'll forgive the lies that I
Heard before, when you gave me no reply

I tried to telephone
They said you were not home
That's a lie
'Cause I know where you've been
And I saw you walk in
Your door
I nearly died
I nearly died
'Cause you walked hand in hand
With another man
In my place
No reply
No reply</pre>",No Reply,http://www.lyrics.net/lyric/31727897,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Half of what I say is meaningless
But I say it just to reach you, Julia

Julia, Julia, ocean child, calls me
So I sing a song of love, Julia
Julia, seashell eyes, windy smile, calls me
So I sing a song of love, Julia

Her hair of floating sky is shimmering, glimmering,
In the sun

Julia, Julia, morning moon, touch me
So I sing a song of love, Julia

When I cannot sing my heart
I can only speak my mind, Julia

Julia, sleeping sand, silent cloud, touch me
So I sing a song of love, Julia
Hum hum hum hum, calls me
So I sing a song of love for Julia, Julia, Julia</pre>",Julia [Mono Version],http://www.lyrics.net/lyric/17547880,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">It's not the way you smile that touched my heart 
It's not the way you kiss that tears my apart 

But how many many many nights go by 
I sit alone at home and cry over you 
What can I do, can't help myself 
'Cause baby it's you, baby it's you 

You should hear what they say about you  (cheat, cheat) 
They say, they say you never never ever been true  (cheat, cheat) 

Wo ho, it doesn't matter what they say 
I know I'm gonna love you any old way 
What can I do, then it's true 
Don't want nobody, nobody 
'Cause baby it's you, baby it's you 

Wo ho, it doesn't matter what they say 
I know I'm gonna love you any old way 
What can I do, then it's true 
Don't want nobody, nobody 
'Cause baby it's you 
Baby it's you, don't leave me all alone</pre>",Baby It's You [Stereo],http://www.lyrics.net/lyric/30443573,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">I been told when a boy kiss a girl, 
Take a trip around the world, 
Hey, hey, (bop shuop, m'bop bop shuop) 
Hey, hey, (bop shuop, m'bop bop shuop) 
Hey, hey, (bop shuop) yeah, she say ya do. (Bop shuop) 

My girl says when I kiss her lips, 
Gets a thrill through her fingertips, 
Hey, hey, (bop shuop, m'bop bop shuop) 
Hey, hey, (bop shuop, m'bop bop shuop) 
Hey, hey, (bop shuop) yeah, she say ya do. (Bop shuop) 

Well, I talk about boys, 
Don't ya know I mean boys, 
Well, I talk about boys, now, 
Aaahhh, boys, 
Well, I talk about boys, now, 
What a bundle of joy! (Alright, George!) 

My girl says when I kiss her lips, 
Gets a thrill through her fingertips, 
Hey, hey, (bop shuop, m'bop bop shuop) 
Hey, hey, (bop shuop, m'bop bop shuop) 
Hey, hey, (bop shuop) yeah, she say ya do. (Bop shuop) 

Well, I talk about boys, 
Don't ya know I mean boys, 
Well, I talk about boys, now, 
Aaahhh, boys, 
Well, I talk about boys, now, 
What a bundle of joy!</pre>",Boys [Stereo],http://www.lyrics.net/lyric/30443577,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">That boy 
Took my love away
He'll regret it someday
But this boy wants you back again

That boy 
Isn't good for you
Though he may want you too
This boy wants you back again

Oh, and this boy would be happy just to love you
But oh my-I-I and
That boy won't be happy
'Til he's seen you cry

This boy 
Wouldn't mind the pain
Would always feel the same
If this boy gets you back again

This boy
This boy
This boy</pre>",This Boy,http://www.lyrics.net/lyric/31727889,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Well, come on pretty baby won't you walk with me
Come on pretty baby won't you talk with me
Come on pretty baby give me one more chance
Try and save our romance
Slow down

Baby, now you're moving way too fast
You gotta gimme little loving
Gimme little loving
Ow, if you want our love to last

Well I used to walk you home baby after school
Carry your books home, too
But now you  got a boyfriend down the street
Baby what're you trying to do a do
You better slow down

Baby, now you're moving way too fast
You gotta gimme little loving
Gimme little loving
Brrr, if you want our love to last

Well you know that I love you, tell the world I do
Come on pretty baby, why can't you be true
I need you badly, baby, oh so bad
The best little woman I ever had
Slow down

Baby, now you're moving way too fast
You gotta gimme little loving
Gimme little loving
Ow, if you want our love to last</pre>",Slow Down,http://www.lyrics.net/lyric/31043418,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Mister Moonlight
You came to me one summer night
And from your beam you made my dream
And from the world you sent my girl
And from above you sent us love
And now she is mine, I think you're fine
'Cause we love you Mister Moonlight

Mister Moonlight come again please
Here I am on my knees begging if you please
And the night you don't come my way
I pray and pray more each day
'Cause we love you Mister Moonlight

And the night you don't come my way
I pray and pray more each day
'Cause we love you Mister Moonlight

Mister Moonlight come again please
Here I am on my knees begging if you please
And the night you don't come my way
I pray and pray more each day
'Cause we love you Mister Moonlight
Mister Moonlight</pre>",Mr. Moonlight,http://www.lyrics.net/lyric/31727894,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">There is a place
Where I can go
When I feel low
When I feel blue
And it's my mind
And there's no time when I'm alone

I think of you
And things you do
Go 'round my head
The things you said
Like ""I love only you""

In my mind there's no sorrow
Don't you know that it's so
There'll be no sad tomorrow
Don't you know that it's so

There is a place
Where I can go
When I feel low
When I feel blue
And it's my mind
And there's no time when I'm alone
There's a place</pre>",There's a Place [Take 11] [Take],http://www.lyrics.net/lyric/31576288,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">The world is treating me bad...Misery. 
I'm the kind of guy, 
Who never used to cry, 
The world is treatin' me bad...Misery! 

I've lost her now for sure, 
I won't see her no more, 
It's gonna be a drag...Misery! 

I'll remember all the little things we've done 
Can't she see she'll always be the only one, only one. 

Send her back to me, 
'Cause everyone can see 
Without her I will be in misery 

I'll remember all the little things we've done. 
She'll remember and she'll miss her only one, lonely one. 

Send her back to me, 
'Cause everyone can see, 
Without her I will be in misery (oh oh oh) 
In misery (ooh ee ooh ooh) 
My misery (la la la la la la)</pre>",Misery [Take 6] [Take],http://www.lyrics.net/lyric/31576284,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">I'm gonna tell Aunt Mary 'bout Uncle John
He said he had the misery but he got a lot of fun
Baby, yeah now baby
Woo baby, some fun tonight

I saw Uncle John with Long Tall Sally
He saw Aunt Mary comin' and he ducked back in the alley
Oh, baby, yeah now baby
Woo baby, some fun tonight

Well Long Tall Sally's built pretty sweet
She got everything that Uncle John need
Baby, yeah now baby
Woo baby, some fun tonight

Well, we're gonna have some fun tonight
Have some fun tonight
Everything's all right
Have some fun tonight
Have some fun
Yeah, yeah, yeah,
We're gonna have some fun tonight
Have some fun tonight
Everything's all right
Have some fun tonight
Yeah, we'll have some fun
Some fun tonight</pre>",Long Tall Sally,http://www.lyrics.net/lyric/31043415,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Ain't no doubt about it
This must be love
One little kiss from you
And I feel glad all over
Oo baby, hot dang gilly
It's silly
But I'm glad all over

Yeah the goosepimples baby
'Cause I feel so good
When you call me like you do
And I feel glad all over
Oo mercy, I'm rock gone puppy
And I'm happy
And I'm glad all over

Your touch sewed me
Like an electric wire
Never thought of make love
It don't take much looking
To see what I've got
But it shows, yes it shows
Come on honey Bonnie
Give me one more time
Every time you do
Well I feel glad all over
Ooo baby, hot dang gilly
It's silly
But I'm glad all over
Yeah!

Tried to tell you
How I'm cooking inside
When we're cheek to cheek
My temperature is low
Fever is high
I can't speak
I'm too weak

Well come on honey Bonnie
Give me one more time
Every time you do
Well I feel glad all over
Ooo baby, hot dang gilly
It's silly
But I'm glad all over
Hot dang gilly
It's silly
But I'm glad all over
Well, hot dang gilly
It's silly
But I'm glad all over.</pre>",Glad All Over,http://www.lyrics.net/lyric/31043414,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Well she was just seventeen
You know what I mean
And the way she looked
Was way beyond compare
So how could I dance with another,
Oh, when I saw her standing there

Well she looked at me
And I, I could see
That before too long
I'd fall in love with her
She wouldn't dance with another
Oh, when I saw her standing there

Well my heart went boom
When I crossed that room
And I held her hand in mine

Oh we danced through the night
And we held each other tight
And before too long
I fell in love with her
Now I'll never dance with another
Oh, when I saw her standing there

Well my heart went boom
When I crossed that room
And I held her hand in mine

Oh we danced through the night
And we held each other tight
And before too long
I fell in love with her
Now I'll never dance with another
Oh, when I saw her standing there
Oh, since I saw her standing there
Yeah, well since I saw her standing there</pre>",I Saw Her Standing There [Take 10] [Take],http://www.lyrics.net/lyric/31576287,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Crying, waiting, hoping you'll come back
I just can't seem to get you off my mind
Crying, waiting, hoping you'll come back
You're the one I love, I think about you all the time

Crying, do do do do, tear keep a falling all night long
Waiting, do do do do, it seems so useless I know it's wrong
Keep a crying, waiting, hoping you'll come back
Maybe someday soon it'll change and you'll be mine

Crying, do do do do, tears keep a falling all night long
Waiting, do do do do, it seems so useless I know it's wrong
Keep a crying, waiting, hoping you'll come back
Maybe someday soon it'll change and you'll be mine
Crying, waiting, hoping</pre>","Crying, Waiting, Hoping",http://www.lyrics.net/lyric/31043417,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Da da da, da da dumb dumb da
Da da da, da da dumb dumb da
If there's anything that you want
If there's anything I can do
Just call on me and I'll send it along
With love, from me to you

I've got everything that you want
Like a heart that's oh so true
Just call on me and I'll send it along
With love, from me to you

I've got arms that long to hold you
And keep you by my side
I've got lips that long to kiss you
And keep you satisfied (oh)

If there's anything that you want
If there's anything I can do
Just call on me and I'll send it along
With love, from me to you

From me
To you
Just call on me and I'll send it along
With love, from me to you

I've got arms that long to hold you
And keep you by my side
I've got lips that long to kiss you
And keep you satisfied (oh)

If there's anything that you want
If there's anything I can do
Just call on me and I'll send it along
With love, from me to you
To you
To you
To you</pre>",From Me to You [Take 8] [Take],http://www.lyrics.net/lyric/31576277,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Yesterday, all my troubles seemed so far away
Now it looks as though they're here to stay
Oh, I believe in yesterday.

Suddenly, I'm not half to man I used to be,
There's a shadow hanging over me.
Oh, yesterday came suddenly.

Why she had to go I don't know she wouldn't say.
I said something wrong, now I long for yesterday.

Yesterday, love was such an easy game to play.
Now I need a place to hide away.
Oh, I believe in yesterday.</pre>",Yesterday [Stereo],http://www.lyrics.net/lyric/30443491,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Here I stand head in hand
Turn my face to the wall
If she's gone I can't go on
Feeling two foot small
Everywhere people stare 
Each and every day
I can see them laugh at me
And I hear them say

Hey you've got to hide your love away
Hey you've got to hide your love away

How can I even try?
I can never win
Hearing them, seeing them
In the state I'm in
How could she say to me
""Love will find a way?""
Gather round all you clowns
Let me hear you say

Hey you've got to hide your love away
Hey you've got to hide your love away</pre>",You've Got to Hide Your Love Away [Stereo],http://www.lyrics.net/lyric/30443535,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">In the town where I was born
Lived a man who sailed to sea
And he told us of his life
In the land of submarines
So we sailed up to the sun
Till we found a sea of green
And we lived beneath the waves
In our yellow submarine

We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine

And our friends are all aboard
Many more of them live next door
And the band begins to play

We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine

(Full speed ahead Mr. Boatswain, full speed ahead
Full speed ahead it is, Sergeant.
Cut the cable, drop the cable
Aye, Sir, aye
Captain, captain)

As we live a life of ease
Every one of us has all we need
Sky of blue and sea of green
In our yellow submarine

We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine</pre>",Yellow Submarine [Stereo],http://www.lyrics.net/lyric/30443470,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">You're going to lose that girl,
You're going to lose that girl.
If you don't take her out tonight,
She's going to change her mind,
And I will take her out tonight,
And I will treat her kind.

You're going to lose that girl,
You're going to lose that girl.
If you don't treat her right, my friend,
You're going to find her gone,
Cause I will treat her right, and then
You'll be the lonely one.

You're going to lose that girl,
You're going to lose that girl.
I'll make a point
Of taking her away from you, yeah,
The way you treat her what else can I do?

You're going to lose that girl,
You're going to lose that girl.
I'll make a point
Of taking her away from you, yeah,
The way you treat her what else can I do?
If you don't take her out tonight,
She's going to change her mind,
And I will take her out tonight,
And I will treat her kind.
You're going to lose that girl,
You're going to lose that girl</pre>",You're Going to Lose That Girl [Mono],http://www.lyrics.net/lyric/30443538,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Try to see it my way,
Do I have to keep on talking till I can't go on?
While you see it your way,
Run the risk of knowing that our love may soon be gone
We can work it out,
We can work it out

Think of what you're saying
You can get it wrong and still you think that it's alright
Think of what I'm saying,
We can work it out and get it straight, or say good night
We can work it out,
We can work it out

Life is very short, and there's no time
For fussing and fighting, my friend
I have always thought that it's a crime,
So I will ask you once again
Try to see it my way,
Only time will tell if I am right or I am wrong
While you see it your way
There's a chance that we may fall apart before too long
We can work it out,
We can work it out

Life is very short, and there's no time
For fussing and fighting, my friend
I have always thought that it's a crime,
So I will ask you once again
Try to see it my way,
Only time will tell if I am right or I am wrong
While you see it your way
There's a chance that we may fall apart before too long
We can work it out,
We can work it out</pre>",We Can Work It Out [Stereo],http://www.lyrics.net/lyric/30443487,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">When I call you up your line's engaged.
I have had enough, so act your age,
We have lost the time that was so hard to find,
And I will lose my mind,
If you won't see me, you won't see me.

I don't know why you should want to hide,
But I can't get through my hands are tied,
I won't want to stay I don't have much to say,
But I get turned away.
And you won't see me, you won't see me.

Time after time you refuse to even listen,
I wouldn't mind if I knew what I was missing.
Though the days are few they're filled with tears,
And since I lost you it feels like years,
Yes it seems so long girl since you've been gone,
I just can't go on,
If you won't see me, you won't see me.

Time after time you refuse to even listen,
I wouldn't mind if I knew what I was missing.
Though the days are few they're filled with tears,
And since I lost you it feels like years,
Yes it seems so long girl since you've been gone,
I just can't go on,
If you won't see me, you won't see me.</pre>",You Won't See Me [Stereo],http://www.lyrics.net/lyric/30443515,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">I've got a word or two
To say about the things that you do
You're telling all those lies
About the good things that we can have
If we close our eyes 

Do what you want to do
And go where you're going to
Think for yourself
'Cause I won't be there with you 

I left you far behind
The ruins of the life that you had in mind
And though you still can't see
I know your mind's made up
You're gonna cause more misery 

Do what you want to do
And go where you're going to
Think for yourself
'Cause I won't be there with you 

Although your mind's opaque
Try thinking more if just for your own sake
The future still looks good
And you've got time to rectify
All the things that you should 

Do what you want to do
And go where you're going to
Think for yourself
'Cause I won't be there with you 

Do what you want to do
And go where you're going to
Think for yourself
'Cause I won't be there with you
Think for yourself
'Cause I won't be there with youWhat goes on in your heart?
What goes on in your mind?
You are tearing me apart
When you treat me so unkind
What goes on in your mind 

The other day I saw you
As I walked along the road
But when I saw him with you
I could feel my future fold
It's so easy for a girl like you to lie
Tell me why 

What goes on in your heart?
What goes on in your mind?
You are tearing me apart
When you treat me so unkind
What goes on in your mind 

I met you in the morning
Waiting for the tides of time
But now the tide is turning
I can see that I was blind
It's so easy for a girl like you to lie
Tell me why
What goes on in your heart? 

I used to think of no on else
But you were just the same
You didn't even think of me
As someone with a name
Did you mean to break my heart and watch me die
Tell me why 

What goes on in your heart?
What goes on in your mind?
You are tearing me apart
When you treat me so unkind
What goes on in your mind
In your mind
In your mind</pre>",What Goes On [Stereo],http://www.lyrics.net/lyric/30443486,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Though you're gone away this morning
You'll be back again tonight
Telling me there'll be no next time
If I just don't treat you right
You'll never leave me and you know it's true
'Cause you like me too much and I like you

You've tried before to leave me
But you haven't got the nerve
To walk out and make me lonely
Which is all that I deserve
You'll never leave me and you know it's true
'Cause you like me too much and I like you
I really do

And it's nice when you believe me
If you leave me
I will follow you and bring
You back where you belong
'Cause I couldn't really stand it
I admit that I was wrong
I wouldn't let you leave me 'cause it's true
'Cause you like me too much and I like you

'Cause you like me too much and I like you
I really do

And it's nice when you believe me
If you leave me
I will follow you and bring
You back where you belong
'Cause I couldn't really stand it
I admit that I was wrong
I wouldn't let you leave me 'cause it's true
'Cause you like me too much and I like you
'Cause you like me too much and I like you</pre>",You Like Me Too Much [Stereo],http://www.lyrics.net/lyric/30443558,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">I got something to say that might cause you pain,
If I catch you talking to that boy again,
I'm gonna let you down,
And leave you flat,
Because I told you before, oh,
You can't do that.

Well, it's the second time, I've caught you talking to him,
Do I have to tell you one more time, I think it's a sin,
I think I'll let you down.
Let you down and leave you flat,
Gonna let you down and leave you flat,
Because I've told you before, oh,
You can't do that.

Everybody's green,
'Cause I'm the one, who won your love,
But if they'd seen,
You're talking that way they'd laugh in my face.

So please listen to me, if you wanna stay mine,
I can't help my feelings, I'll go out of my mind.
I'm gonna let you down,
And leave you flat,
Gonna let you down and leave you flat,
Because I've told you before, oh,
You can't do that. You can't do that.
You can't do that. You can't do that.
You can't do that. You can't do that.

Everybody's green,
'Cause I'm the one, who won your love,
But if they'd seen,
You're talking that way they'd laugh in my face.

So please listen to me, if you wanna stay mine,
I can't help my feelings, I'll go out of my mind.
I'm gonna let you down,
And leave you flat,
Gonna let you down and leave you flat,
Because I've told you before, oh,
You can't do that.</pre>",You Can't Do That [Stereo],http://www.lyrics.net/lyric/30443678,The Beatles,lyricsnet,
